1.6180 	ERROR 	avbin.dll failed to load. Try importing psychopy.visual
  as the first library (before anything that uses scipy)
  and make sure that avbin is installed.
47.7203 	DATA 	Keypress: space
47.7208 	DATA 	waiting for trigger
64.2670 	DATA 	Keypress: lshift
64.2675 	DATA 	Keypress: t
64.2690 	DATA 	TRIGGERED
64.3149 	DATA 	Begin trial
67.2331 	DATA 	Keypress: b
67.2669 	DATA 	Keypress: lshift
67.2674 	DATA 	Keypress: t
68.7171 	DATA 	Keypress: b
68.9668 	DATA 	Keypress: b
69.1500 	DATA 	Keypress: b
69.3503 	DATA 	Keypress: b
69.5337 	DATA 	Keypress: b
70.2669 	DATA 	Keypress: lshift
70.2675 	DATA 	Keypress: t
70.6167 	DATA 	Keypress: b
72.1334 	DATA 	Keypress: b
72.6665 	DATA 	Keypress: b
73.1665 	DATA 	Keypress: b
73.2669 	DATA 	Keypress: lshift
73.2674 	DATA 	Keypress: t
73.4836 	DATA 	Keypress: b
74.6999 	DATA 	Keypress: b
75.2168 	DATA 	Keypress: b
75.7501 	DATA 	Keypress: b
76.0668 	DATA 	Keypress: b
76.2668 	DATA 	Keypress: lshift
76.2674 	DATA 	Keypress: t
76.7670 	DATA 	Keypress: b
77.0004 	DATA 	Keypress: b
77.2004 	DATA 	Keypress: b
77.3477 	DATA 	End trial
79.2669 	DATA 	Keypress: lshift
79.2675 	DATA 	Keypress: t
82.2669 	DATA 	Keypress: lshift
82.2674 	DATA 	Keypress: t
85.2666 	DATA 	Keypress: lshift
85.2672 	DATA 	Keypress: t
88.2670 	DATA 	Keypress: lshift
88.2675 	DATA 	Keypress: t
91.2669 	DATA 	Keypress: lshift
91.2674 	DATA 	Keypress: t
94.2668 	DATA 	Keypress: lshift
94.2673 	DATA 	Keypress: t
94.3352 	DATA 	Begin trial
95.0000 	DATA 	Keypress: b
96.3001 	DATA 	Keypress: b
96.8335 	DATA 	Keypress: b
97.2668 	DATA 	Keypress: lshift
97.2675 	DATA 	Keypress: t
97.3670 	DATA 	Keypress: b
97.7170 	DATA 	Keypress: b
98.5835 	DATA 	Keypress: b
99.0354 	DATA 	Keypress: b
99.5499 	DATA 	Keypress: b
99.9000 	DATA 	Keypress: b
100.2670 	DATA 	Keypress: lshift
100.2676 	DATA 	Keypress: t
100.5170 	DATA 	Keypress: b
100.7336 	DATA 	Keypress: b
100.9500 	DATA 	Keypress: b
101.1332 	DATA 	Keypress: b
101.6669 	DATA 	Keypress: b
101.8854 	DATA 	Keypress: b
102.0835 	DATA 	Keypress: b
102.5837 	DATA 	Keypress: b
102.8001 	DATA 	Keypress: b
102.9835 	DATA 	Keypress: b
103.1836 	DATA 	Keypress: b
103.2668 	DATA 	Keypress: lshift
103.2674 	DATA 	Keypress: t
103.7856 	DATA 	Keypress: b
104.4669 	DATA 	Keypress: b
105.5501 	DATA 	Keypress: b
106.0169 	DATA 	Keypress: b
106.2669 	DATA 	Keypress: lshift
106.2675 	DATA 	Keypress: t
106.7352 	DATA 	Keypress: b
107.1502 	DATA 	Keypress: b
107.7669 	DATA 	Keypress: b
108.0002 	DATA 	Keypress: b
108.2333 	DATA 	Keypress: b
108.3733 	DATA 	End trial
108.4668 	DATA 	Keypress: b
109.2669 	DATA 	Keypress: lshift
109.2674 	DATA 	Keypress: t
112.2668 	DATA 	Keypress: lshift
112.2674 	DATA 	Keypress: t
115.2666 	DATA 	Keypress: lshift
115.2672 	DATA 	Keypress: t
118.2670 	DATA 	Keypress: lshift
118.2676 	DATA 	Keypress: t
121.2666 	DATA 	Keypress: lshift
121.2672 	DATA 	Keypress: t
124.2668 	DATA 	Keypress: lshift
124.2673 	DATA 	Keypress: t
124.3686 	DATA 	Begin trial
125.6502 	DATA 	Keypress: b
125.8501 	DATA 	Keypress: b
126.4837 	DATA 	Keypress: b
126.7002 	DATA 	Keypress: b
126.8999 	DATA 	Keypress: b
127.0834 	DATA 	Keypress: b
127.2669 	DATA 	Keypress: lshift
127.2675 	DATA 	Keypress: t
127.4338 	DATA 	Keypress: b
127.6335 	DATA 	Keypress: b
127.8167 	DATA 	Keypress: b
128.1671 	DATA 	Keypress: b
128.7001 	DATA 	Keypress: b
128.9001 	DATA 	Keypress: b
129.1336 	DATA 	Keypress: b
129.3001 	DATA 	Keypress: b
129.6190 	DATA 	Keypress: b
129.9837 	DATA 	Keypress: b
130.2668 	DATA 	Keypress: lshift
130.2673 	DATA 	Keypress: t
130.3503 	DATA 	Keypress: b
130.7170 	DATA 	Keypress: b
131.1022 	DATA 	Keypress: b
131.5837 	DATA 	Keypress: b
131.8001 	DATA 	Keypress: b
132.0169 	DATA 	Keypress: b
132.1836 	DATA 	Keypress: b
132.4058 	DATA 	End trial
132.4831 	DATA 	Keypress: b
133.2668 	DATA 	Keypress: lshift
133.2673 	DATA 	Keypress: t
136.2668 	DATA 	Keypress: lshift
136.2674 	DATA 	Keypress: t
139.2667 	DATA 	Keypress: lshift
139.2673 	DATA 	Keypress: t
142.2669 	DATA 	Keypress: lshift
142.2674 	DATA 	Keypress: t
145.2668 	DATA 	Keypress: lshift
145.2673 	DATA 	Keypress: t
148.2669 	DATA 	Keypress: lshift
148.2675 	DATA 	Keypress: t
151.2669 	DATA 	Keypress: lshift
151.2675 	DATA 	Keypress: t
154.2671 	DATA 	Keypress: lshift
154.2677 	DATA 	Keypress: t
154.4019 	DATA 	Begin trial
155.4166 	DATA 	Keypress: b
155.6668 	DATA 	Keypress: b
155.8669 	DATA 	Keypress: b
156.0502 	DATA 	Keypress: b
156.4168 	DATA 	Keypress: b
156.6335 	DATA 	Keypress: b
157.0169 	DATA 	Keypress: b
157.2340 	DATA 	Keypress: b
157.2670 	DATA 	Keypress: lshift
157.2676 	DATA 	Keypress: t
157.4169 	DATA 	Keypress: b
157.6667 	DATA 	Keypress: b
158.0169 	DATA 	Keypress: b
158.3500 	DATA 	Keypress: b
158.5670 	DATA 	Keypress: b
158.7338 	DATA 	Keypress: b
158.9500 	DATA 	Keypress: b
159.1335 	DATA 	Keypress: b
159.4837 	DATA 	Keypress: b
159.8668 	DATA 	Keypress: b
160.2172 	DATA 	Keypress: b
160.2669 	DATA 	Keypress: lshift
160.2675 	DATA 	Keypress: t
160.5672 	DATA 	Keypress: b
160.9505 	DATA 	Keypress: b
161.8170 	DATA 	Keypress: b
162.0173 	DATA 	Keypress: b
162.2499 	DATA 	Keypress: b
162.4459 	DATA 	End trial
162.4631 	DATA 	Keypress: b
163.2669 	DATA 	Keypress: lshift
163.2674 	DATA 	Keypress: t
166.2670 	DATA 	Keypress: lshift
166.2675 	DATA 	Keypress: t
169.2669 	DATA 	Keypress: lshift
169.2674 	DATA 	Keypress: t
172.2668 	DATA 	Keypress: lshift
172.2673 	DATA 	Keypress: t
175.2668 	DATA 	Keypress: lshift
175.2673 	DATA 	Keypress: t
178.2670 	DATA 	Keypress: lshift
178.2676 	DATA 	Keypress: t
181.2667 	DATA 	Keypress: lshift
181.2673 	DATA 	Keypress: t
184.2669 	DATA 	Keypress: lshift
184.2676 	DATA 	Keypress: t
184.4415 	DATA 	Begin trial
185.2505 	DATA 	Keypress: b
185.5002 	DATA 	Keypress: b
185.7172 	DATA 	Keypress: b
185.9169 	DATA 	Keypress: b
186.2173 	DATA 	Keypress: b
186.4361 	DATA 	Keypress: b
186.7834 	DATA 	Keypress: b
186.9836 	DATA 	Keypress: b
187.2667 	DATA 	Keypress: b
187.2679 	DATA 	Keypress: lshift
187.2684 	DATA 	Keypress: t
187.7338 	DATA 	Keypress: b
187.9502 	DATA 	Keypress: b
188.1502 	DATA 	Keypress: b
188.3357 	DATA 	Keypress: b
188.6833 	DATA 	Keypress: b
188.8667 	DATA 	Keypress: b
189.0509 	DATA 	Keypress: b
189.4168 	DATA 	Keypress: b
189.6170 	DATA 	Keypress: b
189.8335 	DATA 	Keypress: b
190.2671 	DATA 	Keypress: lshift
190.2677 	DATA 	Keypress: t
190.3334 	DATA 	Keypress: b
190.6503 	DATA 	Keypress: b
190.8338 	DATA 	Keypress: b
191.2003 	DATA 	Keypress: b
191.8838 	DATA 	Keypress: b
192.5337 	DATA 	Keypress: b
193.1172 	DATA 	Keypress: b
193.2667 	DATA 	Keypress: lshift
193.2673 	DATA 	Keypress: t
193.6335 	DATA 	Keypress: b
193.9834 	DATA 	Keypress: b
194.3339 	DATA 	Keypress: b
194.7334 	DATA 	Keypress: b
195.0835 	DATA 	Keypress: b
195.4503 	DATA 	Keypress: b
195.9835 	DATA 	Keypress: b
196.2670 	DATA 	Keypress: lshift
196.2676 	DATA 	Keypress: t
196.5170 	DATA 	Keypress: b
196.8668 	DATA 	Keypress: b
197.2168 	DATA 	Keypress: b
197.4769 	DATA 	End trial
197.5967 	DATA 	Keypress: b
199.2668 	DATA 	Keypress: lshift
199.2674 	DATA 	Keypress: t
202.2672 	DATA 	Keypress: lshift
202.2677 	DATA 	Keypress: t
205.2669 	DATA 	Keypress: lshift
205.2675 	DATA 	Keypress: t
208.2669 	DATA 	Keypress: lshift
208.2674 	DATA 	Keypress: t
211.2668 	DATA 	Keypress: lshift
211.2673 	DATA 	Keypress: t
214.2673 	DATA 	Keypress: lshift
214.2679 	DATA 	Keypress: t
214.4686 	DATA 	Begin trial
215.1170 	DATA 	Keypress: b
215.5836 	DATA 	Keypress: b
216.0171 	DATA 	Keypress: b
216.3503 	DATA 	Keypress: b
216.6671 	DATA 	Keypress: b
217.0666 	DATA 	Keypress: b
217.2670 	DATA 	Keypress: lshift
217.2676 	DATA 	Keypress: t
217.4006 	DATA 	Keypress: b
217.8337 	DATA 	Keypress: b
218.3354 	DATA 	Keypress: b
218.8504 	DATA 	Keypress: b
219.1670 	DATA 	Keypress: b
219.5004 	DATA 	Keypress: b
219.8503 	DATA 	Keypress: b
220.1668 	DATA 	Keypress: b
220.2669 	DATA 	Keypress: lshift
220.2674 	DATA 	Keypress: t
220.5503 	DATA 	Keypress: b
221.3839 	DATA 	Keypress: b
221.5669 	DATA 	Keypress: b
221.7503 	DATA 	Keypress: b
222.2839 	DATA 	Keypress: b
222.9005 	DATA 	Keypress: b
223.2672 	DATA 	Keypress: lshift
223.2677 	DATA 	Keypress: t
223.8339 	DATA 	Keypress: b
224.0003 	DATA 	Keypress: b
224.4190 	DATA 	Keypress: b
224.9008 	DATA 	Keypress: b
225.2836 	DATA 	Keypress: b
226.2677 	DATA 	Keypress: lshift
226.2683 	DATA 	Keypress: t
226.4502 	DATA 	Keypress: b
226.9167 	DATA 	Keypress: b
227.4501 	DATA 	Keypress: b
227.8003 	DATA 	Keypress: b
228.5002 	DATA 	Keypress: b
228.6834 	DATA 	Keypress: b
228.8836 	DATA 	Keypress: b
229.0518 	DATA 	Keypress: b
229.2669 	DATA 	Keypress: lshift
229.2676 	DATA 	Keypress: t
229.7168 	DATA 	Keypress: b
229.9336 	DATA 	Keypress: b
230.1174 	DATA 	Keypress: b
230.6003 	DATA 	Keypress: b
230.8001 	DATA 	Keypress: b
230.9668 	DATA 	Keypress: b
231.1504 	DATA 	Keypress: b
231.7837 	DATA 	Keypress: b
232.2670 	DATA 	Keypress: lshift
232.2675 	DATA 	Keypress: t
232.5834 	DATA 	Keypress: b
232.8004 	DATA 	Keypress: b
232.9837 	DATA 	Keypress: b
233.2834 	DATA 	Keypress: b
233.5090 	DATA 	End trial
235.2673 	DATA 	Keypress: lshift
235.2678 	DATA 	Keypress: t
238.2673 	DATA 	Keypress: lshift
238.2678 	DATA 	Keypress: t
241.2668 	DATA 	Keypress: lshift
241.2674 	DATA 	Keypress: t
244.2669 	DATA 	Keypress: lshift
244.2675 	DATA 	Keypress: t
244.5017 	DATA 	Begin trial
245.1836 	DATA 	Keypress: b
245.7339 	DATA 	Keypress: b
246.2839 	DATA 	Keypress: b
246.6003 	DATA 	Keypress: b
247.2674 	DATA 	Keypress: lshift
247.2679 	DATA 	Keypress: t
247.5837 	DATA 	Keypress: b
248.1169 	DATA 	Keypress: b
248.5855 	DATA 	Keypress: b
248.9500 	DATA 	Keypress: b
249.7501 	DATA 	Keypress: b
249.9337 	DATA 	Keypress: b
250.1668 	DATA 	Keypress: b
250.2671 	DATA 	Keypress: lshift
250.2676 	DATA 	Keypress: t
250.5381 	DATA 	End trial
250.8171 	DATA 	Keypress: b
253.2669 	DATA 	Keypress: lshift
253.2674 	DATA 	Keypress: t
256.2673 	DATA 	Keypress: lshift
256.2679 	DATA 	Keypress: t
259.2676 	DATA 	Keypress: lshift
259.2681 	DATA 	Keypress: t
262.2674 	DATA 	Keypress: lshift
262.2680 	DATA 	Keypress: t
265.2670 	DATA 	Keypress: lshift
265.2675 	DATA 	Keypress: t
268.2676 	DATA 	Keypress: lshift
268.2681 	DATA 	Keypress: t
271.2675 	DATA 	Keypress: lshift
271.2680 	DATA 	Keypress: t
274.2669 	DATA 	Keypress: lshift
274.2674 	DATA 	Keypress: t
274.5351 	DATA 	Begin trial
275.2005 	DATA 	Keypress: b
275.9002 	DATA 	Keypress: b
276.7336 	DATA 	Keypress: b
276.9505 	DATA 	Keypress: b
277.1356 	DATA 	Keypress: b
277.2671 	DATA 	Keypress: lshift
277.2677 	DATA 	Keypress: t
277.3504 	DATA 	Keypress: b
277.9167 	DATA 	Keypress: b
278.1503 	DATA 	Keypress: b
278.3501 	DATA 	Keypress: b
278.5336 	DATA 	Keypress: b
279.1335 	DATA 	Keypress: b
279.7004 	DATA 	Keypress: b
280.0502 	DATA 	Keypress: b
280.2675 	DATA 	Keypress: lshift
280.2681 	DATA 	Keypress: t
280.2696 	DATA 	Keypress: b
280.7506 	DATA 	Keypress: b
281.3003 	DATA 	Keypress: b
281.5727 	DATA 	End trial
281.8171 	DATA 	Keypress: b
283.2670 	DATA 	Keypress: lshift
283.2676 	DATA 	Keypress: t
