1.6180 	ERROR 	avbin.dll failed to load. Try importing psychopy.visual
286.2670 	DATA 	Keypress: lshift
286.2676 	DATA 	Keypress: t
289.2671 	DATA 	Keypress: lshift
289.2677 	DATA 	Keypress: t
292.2677 	DATA 	Keypress: lshift
292.2682 	DATA 	Keypress: t
295.2669 	DATA 	Keypress: lshift
295.2674 	DATA 	Keypress: t
298.2674 	DATA 	Keypress: lshift
298.2679 	DATA 	Keypress: t
301.2671 	DATA 	Keypress: lshift
301.2677 	DATA 	Keypress: t
304.2670 	DATA 	Keypress: lshift
304.2676 	DATA 	Keypress: t
304.5677 	DATA 	Begin trial
304.9837 	DATA 	Keypress: b
305.5335 	DATA 	Keypress: b
306.0679 	DATA 	Keypress: b
306.4003 	DATA 	Keypress: b
307.2672 	DATA 	Keypress: lshift
307.2677 	DATA 	Keypress: t
307.4671 	DATA 	Keypress: b
307.9838 	DATA 	Keypress: b
308.5004 	DATA 	Keypress: b
308.8003 	DATA 	Keypress: b
309.5506 	DATA 	Keypress: b
309.6030 	DATA 	End trial
309.7670 	DATA 	Keypress: b
309.9834 	DATA 	Keypress: b
310.2675 	DATA 	Keypress: lshift
310.2681 	DATA 	Keypress: t
313.2673 	DATA 	Keypress: lshift
313.2678 	DATA 	Keypress: t
316.2669 	DATA 	Keypress: lshift
316.2675 	DATA 	Keypress: t
319.2672 	DATA 	Keypress: lshift
319.2678 	DATA 	Keypress: t
322.2674 	DATA 	Keypress: lshift
322.2680 	DATA 	Keypress: t
325.2675 	DATA 	Keypress: lshift
325.2680 	DATA 	Keypress: t
328.2670 	DATA 	Keypress: lshift
328.2676 	DATA 	Keypress: t
331.2677 	DATA 	Keypress: lshift
331.2683 	DATA 	Keypress: t
334.2675 	DATA 	Keypress: lshift
334.2681 	DATA 	Keypress: t
334.6021 	DATA 	Begin trial
335.5342 	DATA 	Keypress: b
335.8003 	DATA 	Keypress: b
336.0336 	DATA 	Keypress: b
336.2337 	DATA 	Keypress: b
336.7338 	DATA 	Keypress: b
336.9194 	DATA 	Keypress: b
337.1336 	DATA 	Keypress: b
337.2674 	DATA 	Keypress: lshift
337.2679 	DATA 	Keypress: t
337.3338 	DATA 	Keypress: b
337.9508 	DATA 	Keypress: b
338.5336 	DATA 	Keypress: b
338.8173 	DATA 	Keypress: b
339.0337 	DATA 	Keypress: b
339.2506 	DATA 	Keypress: b
339.4359 	DATA 	Keypress: b
339.7339 	DATA 	Keypress: b
340.2673 	DATA 	Keypress: lshift
340.2678 	DATA 	Keypress: t
340.5169 	DATA 	Keypress: b
341.2858 	DATA 	Keypress: b
341.7672 	DATA 	Keypress: b
342.1004 	DATA 	Keypress: b
342.3837 	DATA 	Keypress: b
342.6004 	DATA 	Keypress: b
342.8003 	DATA 	Keypress: b
343.1004 	DATA 	Keypress: b
343.2680 	DATA 	Keypress: lshift
343.2686 	DATA 	Keypress: t
343.4172 	DATA 	Keypress: b
343.6837 	DATA 	Keypress: b
343.9504 	DATA 	Keypress: b
344.5173 	DATA 	Keypress: b
345.0336 	DATA 	Keypress: b
345.5506 	DATA 	Keypress: b
345.9673 	DATA 	Keypress: b
346.2673 	DATA 	Keypress: lshift
346.2679 	DATA 	Keypress: t
346.3504 	DATA 	Keypress: b
346.6414 	DATA 	End trial
346.6835 	DATA 	Keypress: b
349.2670 	DATA 	Keypress: lshift
349.2675 	DATA 	Keypress: t
352.2674 	DATA 	Keypress: lshift
352.2679 	DATA 	Keypress: t
355.2673 	DATA 	Keypress: lshift
355.2679 	DATA 	Keypress: t
358.2668 	DATA 	Keypress: lshift
358.2674 	DATA 	Keypress: t
361.2673 	DATA 	Keypress: lshift
361.2679 	DATA 	Keypress: t
364.2677 	DATA 	Keypress: lshift
364.2683 	DATA 	Keypress: t
364.6351 	DATA 	Begin trial
365.4340 	DATA 	Keypress: b
365.6504 	DATA 	Keypress: b
365.9006 	DATA 	Keypress: b
366.2505 	DATA 	Keypress: b
366.4506 	DATA 	Keypress: b
366.8171 	DATA 	Keypress: b
367.2669 	DATA 	Keypress: lshift
367.2674 	DATA 	Keypress: t
367.6502 	DATA 	Keypress: b
367.8505 	DATA 	Keypress: b
368.0504 	DATA 	Keypress: b
368.2174 	DATA 	Keypress: b
368.4169 	DATA 	Keypress: b
368.5837 	DATA 	Keypress: b
368.7838 	DATA 	Keypress: b
369.1668 	DATA 	Keypress: b
369.9004 	DATA 	Keypress: b
370.1172 	DATA 	Keypress: b
370.2669 	DATA 	Keypress: lshift
370.2674 	DATA 	Keypress: t
370.3005 	DATA 	Keypress: b
370.5001 	DATA 	Keypress: b
370.7004 	DATA 	Keypress: b
370.8837 	DATA 	Keypress: b
371.1027 	DATA 	Keypress: b
371.4838 	DATA 	Keypress: b
371.6731 	DATA 	End trial
371.9672 	DATA 	Keypress: b
373.2673 	DATA 	Keypress: lshift
373.2678 	DATA 	Keypress: t
376.2672 	DATA 	Keypress: lshift
376.2678 	DATA 	Keypress: t
379.2672 	DATA 	Keypress: lshift
379.2678 	DATA 	Keypress: t
382.2671 	DATA 	Keypress: lshift
382.2677 	DATA 	Keypress: t
385.2674 	DATA 	Keypress: lshift
385.2679 	DATA 	Keypress: t
388.2673 	DATA 	Keypress: lshift
388.2678 	DATA 	Keypress: t
391.2670 	DATA 	Keypress: lshift
391.2676 	DATA 	Keypress: t
394.2673 	DATA 	Keypress: lshift
394.2679 	DATA 	Keypress: t
394.6688 	DATA 	Begin trial
395.7004 	DATA 	Keypress: b
396.3678 	DATA 	Keypress: b
396.8836 	DATA 	Keypress: b
397.2169 	DATA 	Keypress: b
397.2676 	DATA 	Keypress: lshift
397.2682 	DATA 	Keypress: t
397.5504 	DATA 	Keypress: b
397.8837 	DATA 	Keypress: b
398.2172 	DATA 	Keypress: b
398.6170 	DATA 	Keypress: b
399.1002 	DATA 	Keypress: b
399.6502 	DATA 	Keypress: b
