1.6164 	ERROR 	avbin.dll failed to load. Try importing psychopy.visual
449.9886 	DATA 	Keypress: lshift
449.9892 	DATA 	Keypress: t
452.0546 	DATA 	end CS
452.1466 	DATA 	blue.png
452.8383 	DATA 	Keypress: b
452.9882 	DATA 	Keypress: lshift
452.9888 	DATA 	Keypress: t
453.3213 	DATA 	Keypress: b
453.5047 	DATA 	Keypress: b
454.0714 	DATA 	Keypress: b
454.5384 	DATA 	Keypress: b
454.8065 	DATA 	Keypress: b
455.1215 	DATA 	Keypress: b
455.5884 	DATA 	Keypress: b
455.8550 	DATA 	Keypress: b
455.9883 	DATA 	Keypress: lshift
455.9888 	DATA 	Keypress: t
456.1216 	DATA 	Keypress: b
456.6549 	DATA 	Keypress: b
456.9049 	DATA 	Keypress: b
457.1905 	DATA 	Keypress: b
457.6048 	DATA 	Keypress: b
457.7548 	DATA 	Keypress: b
458.4219 	DATA 	Keypress: b
458.6719 	DATA 	Keypress: b
458.9399 	DATA 	Keypress: b
458.9884 	DATA 	Keypress: lshift
458.9890 	DATA 	Keypress: t
459.3882 	DATA 	Keypress: b
459.8069 	DATA 	Keypress: b
460.0717 	DATA 	Keypress: b
460.3383 	DATA 	Keypress: b
460.5215 	DATA 	Keypress: b
460.6882 	DATA 	Keypress: b
460.9714 	DATA 	Keypress: b
461.0547 	DATA 	end CS
461.1435 	DATA 	vend.png
461.2358 	DATA 	Keypress: b
461.9882 	DATA 	Keypress: lshift
461.9888 	DATA 	Keypress: t
464.9884 	DATA 	Keypress: lshift
464.9889 	DATA 	Keypress: t
467.0547 	DATA 	end CS
467.1434 	DATA 	yellow.png
467.9882 	DATA 	Keypress: lshift
467.9888 	DATA 	Keypress: t
470.9882 	DATA 	Keypress: lshift
470.9888 	DATA 	Keypress: t
473.0546 	DATA 	end CS
473.1577 	DATA 	vend.png
473.9884 	DATA 	Keypress: lshift
473.9890 	DATA 	Keypress: t
476.9885 	DATA 	Keypress: lshift
476.9890 	DATA 	Keypress: t
479.0549 	DATA 	end CS
479.1510 	DATA 	red.png
479.9883 	DATA 	Keypress: lshift
479.9890 	DATA 	Keypress: t
480.3381 	DATA 	Keypress: a
480.8382 	DATA 	Keypress: a
481.3551 	DATA 	Keypress: a
481.6717 	DATA 	Keypress: a
482.2881 	DATA 	Keypress: a
482.4714 	DATA 	Keypress: a
482.6214 	DATA 	Keypress: a
482.8715 	DATA 	Keypress: a
482.9884 	DATA 	Keypress: lshift
482.9889 	DATA 	Keypress: t
483.1216 	DATA 	Keypress: a
483.4048 	DATA 	Keypress: a
483.6883 	DATA 	Keypress: a
484.3217 	DATA 	Keypress: a
484.7205 	DATA 	Keypress: a
484.9050 	DATA 	Keypress: a
485.1884 	DATA 	Keypress: a
485.5051 	DATA 	Keypress: a
485.9885 	DATA 	Keypress: lshift
485.9890 	DATA 	Keypress: t
486.1053 	DATA 	Keypress: a
486.3736 	DATA 	Keypress: a
486.6550 	DATA 	Keypress: a
486.9050 	DATA 	Keypress: a
487.1880 	DATA 	Keypress: a
487.8382 	DATA 	Keypress: a
488.1047 	DATA 	Keypress: a
488.3881 	DATA 	Keypress: a
488.6398 	DATA 	Keypress: a
488.9215 	DATA 	Keypress: a
488.9881 	DATA 	Keypress: lshift
488.9887 	DATA 	Keypress: t
489.0550 	DATA 	end CS
489.1604 	DATA 	vend.png
489.3881 	DATA 	Keypress: a
491.9882 	DATA 	Keypress: lshift
491.9888 	DATA 	Keypress: t
494.9884 	DATA 	Keypress: lshift
494.9890 	DATA 	Keypress: t
495.0547 	DATA 	end CS
495.1435 	DATA 	blue.png
495.8204 	DATA 	Keypress: b
496.0549 	DATA 	end CS
496.1434 	DATA 	vend.png
496.3555 	DATA 	Keypress: b
497.9885 	DATA 	Keypress: lshift
497.9890 	DATA 	Keypress: t
500.9884 	DATA 	Keypress: lshift
500.9889 	DATA 	Keypress: t
502.0548 	DATA 	end CS
502.1430 	DATA 	green.png
503.9884 	DATA 	Keypress: lshift
503.9890 	DATA 	Keypress: t
506.9886 	DATA 	Keypress: lshift
506.9892 	DATA 	Keypress: t
509.0548 	DATA 	end CS
509.1469 	DATA 	vend.png
509.9883 	DATA 	Keypress: lshift
509.9888 	DATA 	Keypress: t
512.9884 	DATA 	Keypress: lshift
512.9890 	DATA 	Keypress: t
515.0547 	DATA 	end CS
515.1441 	DATA 	yellow.png
515.9882 	DATA 	Keypress: lshift
515.9888 	DATA 	Keypress: t
518.9883 	DATA 	Keypress: lshift
518.9889 	DATA 	Keypress: t
521.9884 	DATA 	Keypress: lshift
521.9889 	DATA 	Keypress: t
524.9880 	DATA 	Keypress: lshift
524.9886 	DATA 	Keypress: t
526.0549 	DATA 	end CS
526.1456 	DATA 	vend.png
527.9885 	DATA 	Keypress: lshift
527.9891 	DATA 	Keypress: t
530.9884 	DATA 	Keypress: lshift
530.9889 	DATA 	Keypress: t
532.0549 	DATA 	end CS
532.1523 	DATA 	green.png
533.9884 	DATA 	Keypress: lshift
533.9890 	DATA 	Keypress: t
536.9884 	DATA 	Keypress: lshift
536.9889 	DATA 	Keypress: t
539.9888 	DATA 	Keypress: lshift
539.9893 	DATA 	Keypress: t
541.0548 	DATA 	end CS
541.1559 	DATA 	vend.png
542.9882 	DATA 	Keypress: lshift
542.9888 	DATA 	Keypress: t
545.9885 	DATA 	Keypress: lshift
545.9890 	DATA 	Keypress: t
547.0550 	DATA 	end CS
547.1327 	DATA 	red.png
547.7883 	DATA 	Keypress: a
548.2882 	DATA 	Keypress: a
548.5051 	DATA 	Keypress: a
548.8383 	DATA 	Keypress: a
548.9882 	DATA 	Keypress: lshift
548.9888 	DATA 	Keypress: t
549.1716 	DATA 	Keypress: a
549.5215 	DATA 	Keypress: a
550.2715 	DATA 	Keypress: a
550.6884 	DATA 	Keypress: a
551.0235 	DATA 	Keypress: a
551.7383 	DATA 	Keypress: a
551.9885 	DATA 	Keypress: lshift
551.9890 	DATA 	Keypress: t
552.1384 	DATA 	Keypress: a
552.7217 	DATA 	Keypress: a
553.3716 	DATA 	Keypress: a
553.9383 	DATA 	Keypress: a
554.1217 	DATA 	Keypress: a
554.4715 	DATA 	Keypress: a
554.7715 	DATA 	Keypress: a
554.9884 	DATA 	Keypress: lshift
554.9891 	DATA 	Keypress: t
555.0548 	DATA 	end CS
555.1402 	DATA 	vend.png
555.1672 	DATA 	Keypress: a
557.9883 	DATA 	Keypress: lshift
557.9889 	DATA 	Keypress: t
560.9884 	DATA 	Keypress: lshift
560.9890 	DATA 	Keypress: t
561.0548 	DATA 	end CS
561.1468 	DATA 	blue.png
561.7884 	DATA 	Keypress: b
562.1737 	DATA 	Keypress: b
562.7383 	DATA 	Keypress: b
563.2718 	DATA 	Keypress: b
563.6051 	DATA 	Keypress: b
563.8718 	DATA 	Keypress: b
563.9885 	DATA 	Keypress: lshift
563.9890 	DATA 	Keypress: t
564.1050 	DATA 	Keypress: b
564.2549 	DATA 	Keypress: b
564.4381 	DATA 	Keypress: b
564.9380 	DATA 	Keypress: b
565.2719 	DATA 	Keypress: b
565.9549 	DATA 	Keypress: b
566.6051 	DATA 	Keypress: b
566.8720 	DATA 	Keypress: b
566.9883 	DATA 	Keypress: lshift
566.9890 	DATA 	Keypress: t
567.3552 	DATA 	Keypress: b
567.8220 	DATA 	Keypress: b
568.1733 	DATA 	Keypress: b
568.7382 	DATA 	Keypress: b
569.0216 	DATA 	Keypress: b
569.0549 	DATA 	end CS
569.1452 	DATA 	vend.png
569.2366 	DATA 	Keypress: b
569.9883 	DATA 	Keypress: lshift
569.9889 	DATA 	Keypress: t
572.9884 	DATA 	Keypress: lshift
572.9891 	DATA 	Keypress: t
575.0550 	DATA 	end CS
575.1463 	DATA 	yellow.png
575.9883 	DATA 	Keypress: lshift
575.9889 	DATA 	Keypress: t
578.9883 	DATA 	Keypress: lshift
578.9893 	DATA 	Keypress: t
581.9887 	DATA 	Keypress: lshift
581.9893 	DATA 	Keypress: t
584.0550 	DATA 	end CS
584.1586 	DATA 	vend.png
584.9884 	DATA 	Keypress: lshift
584.9890 	DATA 	Keypress: t
587.9883 	DATA 	Keypress: lshift
587.9888 	DATA 	Keypress: t
590.0550 	DATA 	end CS
590.1360 	DATA 	red.png
590.9882 	DATA 	Keypress: lshift
590.9887 	DATA 	Keypress: t
591.1883 	DATA 	Keypress: a
591.6572 	DATA 	Keypress: a
591.9716 	DATA 	Keypress: a
592.3049 	DATA 	Keypress: a
592.6548 	DATA 	Keypress: a
593.0216 	DATA 	Keypress: a
593.5886 	DATA 	Keypress: a
593.9551 	DATA 	Keypress: a
593.9882 	DATA 	Keypress: lshift
593.9887 	DATA 	Keypress: t
594.3384 	DATA 	Keypress: a
594.8905 	DATA 	Keypress: a
595.2714 	DATA 	Keypress: a
595.8385 	DATA 	Keypress: a
596.3885 	DATA 	Keypress: a
596.8717 	DATA 	Keypress: a
596.9882 	DATA 	Keypress: lshift
596.9887 	DATA 	Keypress: t
597.0551 	DATA 	Keypress: a
597.3382 	DATA 	Keypress: a
597.6883 	DATA 	Keypress: a
598.1717 	DATA 	Keypress: a
598.6882 	DATA 	Keypress: a
599.2048 	DATA 	Keypress: a
599.3882 	DATA 	Keypress: a
599.5883 	DATA 	Keypress: a
599.9382 	DATA 	Keypress: a
599.9885 	DATA 	Keypress: lshift
599.9891 	DATA 	Keypress: t
600.0549 	DATA 	end CS
600.1539 	DATA 	vend.png
600.1543 	DATA 	Keypress: a
602.9882 	DATA 	Keypress: lshift
602.9888 	DATA 	Keypress: t
605.9883 	DATA 	Keypress: lshift
605.9889 	DATA 	Keypress: t
606.0549 	DATA 	end CS
606.1518 	DATA 	green.png
608.9883 	DATA 	Keypress: lshift
608.9888 	DATA 	Keypress: t
611.0551 	DATA 	end CS
611.1349 	DATA 	vend.png
611.9885 	DATA 	Keypress: lshift
611.9890 	DATA 	Keypress: t
614.9885 	DATA 	Keypress: lshift
614.9890 	DATA 	Keypress: t
617.0553 	DATA 	end CS
617.1444 	DATA 	blue.png
617.9219 	DATA 	Keypress: b
617.9885 	DATA 	Keypress: lshift
617.9891 	DATA 	Keypress: t
618.3215 	DATA 	Keypress: b
619.1552 	DATA 	Keypress: b
619.4384 	DATA 	Keypress: b
619.8720 	DATA 	Keypress: b
620.2884 	DATA 	Keypress: b
620.6221 	DATA 	Keypress: b
620.9885 	DATA 	Keypress: lshift
620.9890 	DATA 	Keypress: t
621.0884 	DATA 	Keypress: b
621.3882 	DATA 	Keypress: b
621.5882 	DATA 	Keypress: b
622.0051 	DATA 	Keypress: b
622.2883 	DATA 	Keypress: b
622.6735 	DATA 	Keypress: b
623.3049 	DATA 	Keypress: b
623.7884 	DATA 	Keypress: b
623.9383 	DATA 	Keypress: b
623.9884 	DATA 	Keypress: lshift
623.9889 	DATA 	Keypress: t
624.2885 	DATA 	Keypress: b
624.9555 	DATA 	Keypress: b
625.3383 	DATA 	Keypress: b
625.7215 	DATA 	Keypress: b
626.3881 	DATA 	Keypress: b
626.7718 	DATA 	Keypress: b
626.9884 	DATA 	Keypress: lshift
626.9889 	DATA 	Keypress: t
627.0382 	DATA 	Keypress: b
627.3385 	DATA 	Keypress: b
627.6217 	DATA 	Keypress: b
628.0385 	DATA 	Keypress: b
628.5718 	DATA 	Keypress: b
629.3214 	DATA 	Keypress: b
629.5070 	DATA 	Keypress: b
629.9382 	DATA 	Keypress: b
629.9884 	DATA 	Keypress: lshift
629.9890 	DATA 	Keypress: t
630.4215 	DATA 	Keypress: b
630.8219 	DATA 	Keypress: b
631.0549 	DATA 	end CS
631.1616 	DATA 	vend.png
631.5049 	DATA 	Keypress: b
632.9885 	DATA 	Keypress: lshift
632.9891 	DATA 	Keypress: t
635.9886 	DATA 	Keypress: lshift
635.9891 	DATA 	Keypress: t
637.0550 	DATA 	end CS
637.1448 	DATA 	yellow.png
638.9884 	DATA 	Keypress: lshift
638.9890 	DATA 	Keypress: t
641.9884 	DATA 	Keypress: lshift
641.9890 	DATA 	Keypress: t
644.0550 	DATA 	end CS
644.1370 	DATA 	vend.png
644.9884 	DATA 	Keypress: lshift
644.9891 	DATA 	Keypress: t
647.9887 	DATA 	Keypress: lshift
647.9893 	DATA 	Keypress: t
650.0549 	DATA 	end CS
650.1423 	DATA 	red.png
650.9883 	DATA 	Keypress: lshift
650.9888 	DATA 	Keypress: t
651.0221 	DATA 	Keypress: a
651.5053 	DATA 	Keypress: a
651.7050 	DATA 	Keypress: a
651.9550 	DATA 	Keypress: a
652.2215 	DATA 	Keypress: a
652.4887 	DATA 	Keypress: a
652.7717 	DATA 	Keypress: a
653.0218 	DATA 	Keypress: a
653.2714 	DATA 	Keypress: a
653.6883 	DATA 	Keypress: a
653.9884 	DATA 	Keypress: lshift
653.9889 	DATA 	Keypress: t
654.1549 	DATA 	Keypress: a
654.6216 	DATA 	Keypress: a
654.8051 	DATA 	Keypress: a
655.0716 	DATA 	Keypress: a
655.5551 	DATA 	Keypress: a
655.7717 	DATA 	Keypress: a
656.0215 	DATA 	Keypress: a
656.7549 	DATA 	Keypress: a
656.9551 	DATA 	Keypress: a
656.9883 	DATA 	Keypress: lshift
656.9888 	DATA 	Keypress: t
657.4548 	DATA 	Keypress: a
657.6573 	DATA 	Keypress: a
657.9049 	DATA 	Keypress: a
658.1051 	DATA 	Keypress: a
658.3340 	DATA 	Keypress: a
658.7543 	DATA 	Keypress: a
659.2545 	DATA 	Keypress: a
659.7711 	DATA 	Keypress: a
659.9879 	DATA 	Keypress: lshift
659.9884 	DATA 	Keypress: t
659.9910 	DATA 	Keypress: a
660.2044 	DATA 	Keypress: a
660.4377 	DATA 	Keypress: a
660.6718 	DATA 	Keypress: a
661.1051 	DATA 	Keypress: a
661.3218 	DATA 	Keypress: a
661.5404 	DATA 	Keypress: a
662.0549 	DATA 	Keypress: a
662.0564 	DATA 	end CS
662.1625 	DATA 	vend.png
662.4721 	DATA 	Keypress: a
662.9885 	DATA 	Keypress: lshift
662.9890 	DATA 	Keypress: t
